"Name","Length","LastWriteTime"
"9B18A033.docx","124433","12/3/2023 11:12:35 PM"
"9B18A034.docx","106906","12/3/2023 11:12:35 PM"
"9B18A035.docx","1216625","12/3/2023 11:12:35 PM"
"9B18A036.docx","3493609","12/3/2023 11:12:36 PM"
"9B18A037.docx","69001","12/3/2023 11:12:36 PM"
"9B18A038.docx","1002544","12/3/2023 11:12:36 PM"
"9B18A040.docx","1202018","12/3/2023 11:12:37 PM"
"9B18A041.docx","1641043","12/3/2023 11:12:37 PM"
"9B18A044.docx","2808586","12/3/2023 11:12:38 PM"
"9B18A045.docx","96241","12/3/2023 11:12:38 PM"
"9B18A046.docx","100504","12/3/2023 11:12:38 PM"
"9B18A047.docx","121836","12/3/2023 11:12:39 PM"
"9B18A048.docx","76335","12/3/2023 11:12:39 PM"
"9B18A049.docx","242195","12/3/2023 11:12:39 PM"
"9B18A050.docx","77173","12/3/2023 11:12:40 PM"
"9B18A051.docx","125397","12/3/2023 11:12:40 PM"
"9B18A052.docx","66393","12/3/2023 11:12:40 PM"
"9B18A053.docx","72051","12/3/2023 11:12:40 PM"
"9B18A054.docx","156995","12/3/2023 11:12:40 PM"
"9B18A055.docx","77211","12/3/2023 11:12:41 PM"
"9B18A056.docx","116846","12/3/2023 11:12:41 PM"
"9B18A058.docx","682711","12/3/2023 11:12:41 PM"
"9B18A059.docx","174565","12/3/2023 11:12:42 PM"
"9B18A060.docx","750177","12/3/2023 11:12:42 PM"
"9B18A061.docx","832841","12/3/2023 11:12:42 PM"
"9B18A062.docx","78771","12/3/2023 11:12:42 PM"
"9B18A063.docx","3036618","12/3/2023 11:12:42 PM"
"9B18A064.docx","701350","12/3/2023 11:12:42 PM"
"9B18A065.docx","944339","12/3/2023 11:12:43 PM"
"9B18A066.docx","245031","12/3/2023 11:12:43 PM"
"9B18A067.docx","99130","12/3/2023 11:12:43 PM"
"9B18A068.docx","109388","12/3/2023 11:12:43 PM"
"9B18A069.docx","46080","12/3/2023 11:12:43 PM"
"9B18A070.docx","81423","12/3/2023 11:12:44 PM"
"9B18B002.docx","150463","12/3/2023 11:12:44 PM"
"9B18B003.docx","1311868","12/3/2023 11:12:44 PM"
"9B18B004.docx","69104","12/3/2023 11:12:45 PM"
"9B18B005.docx","1330486","12/3/2023 11:12:45 PM"
"9B18B006.docx","70433","12/3/2023 11:12:46 PM"
"9B18B007.docx","61659","12/3/2023 11:12:46 PM"
"9B18B008.docx","1068002","12/3/2023 11:12:46 PM"
"9B18B009.docx","795677","12/3/2023 11:12:46 PM"
"9B18B010.docx","1112561","12/3/2023 11:12:46 PM"
"9B18B011.docx","462858","12/3/2023 11:12:47 PM"
"9B18B012.docx","949686","12/3/2023 11:12:47 PM"
"9B18B013.docx","652236","12/3/2023 11:12:47 PM"
"9B18B015.docx","93283","12/3/2023 11:12:47 PM"
"9B18B016.docx","229457","12/3/2023 11:12:47 PM"
"9B18B017.docx","1527041","12/3/2023 11:12:48 PM"
"9B18B018.docx","4274721","12/3/2023 11:12:48 PM"
"9B18B019.docx","59491","12/3/2023 11:12:48 PM"
"9B18B020.docx","279521","12/3/2023 11:12:48 PM"
"9B18B021.docx","313094","12/3/2023 11:12:48 PM"
"9B18B022.docx","3229567","12/3/2023 11:12:49 PM"
"9B18C001.docx","79760","12/3/2023 11:12:49 PM"
"9B18C002.docx","82773","12/3/2023 11:12:49 PM"
"9B18C003.docx","173629","12/3/2023 11:12:49 PM"
"9B18C004.docx","108366","12/3/2023 11:12:49 PM"
"9B18C005.docx","82186","12/3/2023 11:12:50 PM"
"9B18C006.docx","77103","12/3/2023 11:12:50 PM"
"9B18C007.docx","124141","12/3/2023 11:12:50 PM"
